Year,Region,Population Growth (%),Urbanization Rate (%),Infrastructure Growth (%),Poverty Rate (%),Slum Growth (%)
2025,"Area Code: 395005, Surat",2,2.27,1.09,44.31,13.34
1995,"Bokaro Township, Bokaro",1.55,2.56,1.14,41.41,7.61
1996,"Bokaro Township, Bokaro",2.02,2.54,1.09,64.39,7.44
1997,"Bokaro Township, Bokaro",2.66,3.39,1.73,51.82,7.24
1998,"Bokaro Township, Bokaro",3.28,4.08,1.43,42.8,5.16
1999,"Bokaro Township, Bokaro",1.87,2.49,0.7,47.87,8.38
2000,"Bokaro Township, Bokaro",3.01,3.77,0.66,69.31,12.52
2001,"Bokaro Township, Bokaro",1.83,2.31,0.63,61.95,7.36
2002,"Bokaro Township, Bokaro",1.65,3.05,1.56,49.14,9.83
2003,"Bokaro Township, Bokaro",1.89,3.07,1.04,53.02,9.66
2004,"Bokaro Township, Bokaro",1.68,2.23,0.89,43.47,7.53
2005,"Bokaro Township, Bokaro",1.55,2.88,0.82,66.76,13.58
2006,"Bokaro Township, Bokaro",2.1,3.19,1.93,55.72,13.48
2007,"Bokaro Township, Bokaro",3.15,4.35,0.96,41.3,6.04
2008,"Bokaro Township, Bokaro",2.64,3.33,0.95,47.46,12.09
2009,"Bokaro Township, Bokaro",2.18,3.51,1.57,52.91,6.93
2010,"Bokaro Township, Bokaro",3.22,2.23,1.74,65.1,10.71
2011,"Bokaro Township, Bokaro",2.76,2.9,1.76,47.91,10.6
2012,"Bokaro Township, Bokaro",1.5,4.35,1.92,61.31,9.23
2013,"Bokaro Township, Bokaro",1.86,3.23,1.69,58.16,10.27
2014,"Bokaro Township, Bokaro",3.2,2.78,1.79,53.18,5.02
2015,"Bokaro Township, Bokaro",2.96,4.19,1.23,53.64,13.05
2016,"Bokaro Township, Bokaro",3.27,4.44,1.02,57.84,13.23
2017,"Bokaro Township, Bokaro",2.56,3.15,1.36,50.71,6.92
2018,"Bokaro Township, Bokaro",1.63,3.52,1.07,66.49,7.23
2019,"Bokaro Township, Bokaro",2.12,4.43,1.33,50.4,13.61
2020,"Bokaro Township, Bokaro",2.99,3.43,1.83,42.82,8.94
2021,"Bokaro Township, Bokaro",3.12,2.96,1.89,44.58,8.37
2022,"Bokaro Township, Bokaro",2.35,3.72,0.79,40.3,14.77
2023,"Bokaro Township, Bokaro",3.3,2.75,1.23,54.67,13.69
2024,"Bokaro Township, Bokaro",2.69,4.07,1.87,56.98,7.85
2025,"Bokaro Township, Bokaro",2.5,4.13,1.38,66.87,13.95
1995,"Bhalswa Slum, Delhi",1.537401267,1.75,0.921552772,42.10085225,2.815077763
1996,"Bhalswa Slum, Delhi",1.6,1.43,1.11,41.94,2.97
1997,"Bhalswa Slum, Delhi",1.61,1.82,0.97,41.51,2.85
1998,"Bhalswa Slum, Delhi",1.62,2.26,0.84,41.28,2.99
1999,"Bhalswa Slum, Delhi",1.51,1.38,0.81,41.13,2.97
2000,"Bhalswa Slum, Delhi",1.36,1.38,0.71,40.87,3.12
2001,"Bhalswa Slum, Delhi",1.34,2.29,0.85,40.62,2.97
2002,"Bhalswa Slum, Delhi",1.35,1.88,1,40.27,3.18
2003,"Bhalswa Slum, Delhi",1.44,1.27,1.09,40.09,3.03
2004,"Bhalswa Slum, Delhi",1.57,1.77,1.1,39.62,3.2
2005,"Bhalswa Slum, Delhi",1.46,1.27,1.25,39.51,3.33
2006,"Bhalswa Slum, Delhi",1.38,1.27,1.45,39.36,3.19
2007,"Bhalswa Slum, Delhi",1.49,1.62,1.54,39.12,3.07
2008,"Bhalswa Slum, Delhi",1.38,0.54,1.61,38.74,3.18
2009,"Bhalswa Slum, Delhi",1.35,0.64,1.5,38.3,3.27
2010,"Bhalswa Slum, Delhi",1.25,1.22,1.5,37.88,3.42
2011,"Bhalswa Slum, Delhi",1.44,0.99,1.6,37.57,3.63
2012,"Bhalswa Slum, Delhi",1.28,1.66,1.83,37.26,3.6
2013,"Bhalswa Slum, Delhi",1.11,1.05,1.99,36.81,3.49
2014,"Bhalswa Slum, Delhi",1.26,0.79,1.85,36.37,3.6
2015,"Bhalswa Slum, Delhi",1.12,2.23,1.73,36.21,3.45
2016,"Bhalswa Slum, Delhi",1.18,1.39,1.8,35.78,3.36
2017,"Bhalswa Slum, Delhi",1.26,1.53,1.96,35.62,3.24
2018,"Bhalswa Slum, Delhi",1.16,0.79,1.96,35.35,3.42
2019,"Bhalswa Slum, Delhi",1.11,1.23,2.1,35.09,3.5
2020,"Bhalswa Slum, Delhi",1.14,1.56,2.05,34.97,3.58
2021,"Bhalswa Slum, Delhi",1.06,0.92,2.2,34.64,3.43
2022,"Bhalswa Slum, Delhi",1.09,1.69,2.19,34.47,3.65
2023,"Bhalswa Slum, Delhi",1.22,1.2,2.14,34.12,3.72
2024,"Bhalswa Slum, Delhi",1.35,1.35,2.21,33.78,3.72
2025,"Bhalswa Slum, Delhi",1.22,1.2,2.1,33.38,3.65
1995,"Ambegaon BK, Pune",1.586874868,1.12,0.53328074,30.77852502,3.506204379
1996,"Ambegaon BK, Pune",1.62,1.1,0.57,30.44,3.58
1997,"Ambegaon BK, Pune",1.48,1.09,0.78,29.98,3.59
1998,"Ambegaon BK, Pune",1.66,1.07,0.76,29.63,3.68
1999,"Ambegaon BK, Pune",1.58,1.75,0.72,29.29,3.78
2000,"Ambegaon BK, Pune",1.6,1.43,0.67,29.07,3.61
2001,"Ambegaon BK, Pune",1.78,1.82,0.57,28.89,3.66
2002,"Ambegaon BK, Pune",1.68,2.26,0.74,28.64,3.53
2003,"Ambegaon BK, Pune",1.76,1.38,0.97,28.19,3.42
2004,"Ambegaon BK, Pune",1.97,1.38,0.95,27.77,3.28
2005,"Ambegaon BK, Pune",1.87,2.29,1.19,27.58,3.45
2006,"Ambegaon BK, Pune",1.9,1.88,1.11,27.1,3.36
2007,"Ambegaon BK, Pune",1.97,1.27,0.96,26.94,3.37
2008,"Ambegaon BK, Pune",1.92,1.77,0.92,26.82,3.56
2009,"Ambegaon BK, Pune",2.13,1.27,0.84,26.47,3.77
2010,"Ambegaon BK, Pune",2.1,1.27,0.9,26.3,3.65
2011,"Ambegaon BK, Pune",1.93,1.62,1.06,26.06,3.69
2012,"Ambegaon BK, Pune",1.84,0.54,1.01,25.8,3.79
2013,"Ambegaon BK, Pune",1.85,0.64,1.07,25.57,3.86
2014,"Ambegaon BK, Pune",1.73,1.22,1.27,25.3,3.7
2015,"Ambegaon BK, Pune",1.63,0.99,1.39,24.93,3.55
2016,"Ambegaon BK, Pune",1.57,1.66,1.49,24.73,3.71
2017,"Ambegaon BK, Pune",1.47,1.05,1.62,24.56,3.78
2018,"Ambegaon BK, Pune",1.43,0.79,1.54,24.27,4
2019,"Ambegaon BK, Pune",1.43,2.23,1.53,23.88,4.08
2020,"Ambegaon BK, Pune",1.54,1.39,1.73,23.46,4.03
2021,"Ambegaon BK, Pune",1.45,1.53,1.65,23.09,3.88
2022,"Ambegaon BK, Pune",1.45,0.79,1.83,22.61,4.05
2023,"Ambegaon BK, Pune",1.29,1.23,1.72,22.27,3.98
2024,"Ambegaon BK, Pune",1.41,1.56,1.62,21.93,3.82
2025,"Ambegaon BK, Pune",1.38,0.92,1.7,21.65,4
1995,"Vithhal Nagar, Pune",2.620452382,1.69,1.99902983,42.23865873,2.706910759
1996,"Vithhal Nagar, Pune",2.58,1.2,1.87,41.9,2.79
1997,"Vithhal Nagar, Pune",2.57,1.35,2.1,41.6,3.01
1998,"Vithhal Nagar, Pune",2.41,1.2,2.01,41.18,2.85
1999,"Vithhal Nagar, Pune",2.3,1.75,1.96,40.91,2.8
2000,"Vithhal Nagar, Pune",2.26,1.43,2.18,40.56,2.9
2001,"Vithhal Nagar, Pune",2.42,1.82,2.31,40.2,2.98
2002,"Vithhal Nagar, Pune",2.64,2.26,2.52,40.08,3.09
2003,"Vithhal Nagar, Pune",2.71,1.38,2.59,39.59,3.26
2004,"Vithhal Nagar, Pune",2.78,1.38,2.83,39.41,3.26
2005,"Vithhal Nagar, Pune",2.64,2.29,3.06,39.25,3.25
2006,"Vithhal Nagar, Pune",2.84,1.88,2.96,39.02,3.32
2007,"Vithhal Nagar, Pune",2.84,1.27,2.95,38.73,3.16
2008,"Vithhal Nagar, Pune",2.75,1.77,3.11,38.33,3.04
2009,"Vithhal Nagar, Pune",2.88,1.27,3.11,37.91,2.89
2010,"Vithhal Nagar, Pune",2.97,1.27,3.12,37.71,3.02
2011,"Vithhal Nagar, Pune",3.01,1.62,3.17,37.47,3.21
2012,"Vithhal Nagar, Pune",3.08,0.54,3.07,37.08,3.25
2013,"Vithhal Nagar, Pune",3.16,0.64,3.12,36.86,3.2
2014,"Vithhal Nagar, Pune",3.2,1.22,3.11,36.36,3.39
2015,"Vithhal Nagar, Pune",3.41,0.99,3.07,36.11,3.26
2016,"Vithhal Nagar, Pune",3.37,1.66,3.17,35.7,3.15
2017,"Vithhal Nagar, Pune",3.29,1.05,3.06,35.47,3.02
2018,"Vithhal Nagar, Pune",3.2,0.79,3.23,35.16,3.08
2019,"Vithhal Nagar, Pune",3.06,2.23,3.13,34.9,2.92
2020,"Vithhal Nagar, Pune",3.13,1.39,3.25,34.65,3.09
2021,"Vithhal Nagar, Pune",3.04,1.53,3.16,34.21,3.25
2022,"Vithhal Nagar, Pune",3.02,0.79,3.21,33.94,3.12
2023,"Vithhal Nagar, Pune",3.21,1.23,3.23,33.55,3.08
2024,"Vithhal Nagar, Pune",3.31,1.56,3.42,33.25,3.3
2025,"Vithhal Nagar, Pune",3.36,0.92,3.56,32.93,3.17
1995,"Warje, Pune",3.341582728,1.69,0.597096814,37.37626292,4.018892928
1996,"Warje, Pune",3.41,1.2,0.67,37.27,3.97
1997,"Warje, Pune",3.31,1.35,0.67,36.92,3.84
1998,"Warje, Pune",3.34,1.2,0.62,36.62,3.79
1999,"Warje, Pune",3.51,1.75,0.55,36.35,3.8
2000,"Warje, Pune",3.37,1.43,0.62,35.99,4.01
2001,"Warje, Pune",3.45,1.82,0.51,35.55,4.06
2002,"Warje, Pune",3.39,2.26,0.71,35.16,4.08
2003,"Warje, Pune",3.24,1.38,0.87,34.76,4.24
2004,"Warje, Pune",3.35,1.38,0.98,34.42,4.07
2005,"Warje, Pune",3.55,2.29,1.2,34.04,4.26
2006,"Warje, Pune",3.54,1.88,1.38,33.69,4.45
2007,"Warje, Pune",3.39,1.27,1.36,33.41,4.53
2008,"Warje, Pune",3.61,1.77,1.47,33.18,4.65
2009,"Warje, Pune",3.75,1.27,1.71,32.77,4.67
2010,"Warje, Pune",3.84,1.27,1.66,32.33,4.77
2011,"Warje, Pune",4,1.62,1.8,31.95,4.86
2012,"Warje, Pune",3.99,0.54,1.8,31.81,4.86
2013,"Warje, Pune",3.89,0.64,1.69,31.69,4.7
2014,"Warje, Pune",4.07,1.22,1.6,31.51,4.56
2015,"Warje, Pune",4.12,0.99,1.82,31.37,4.42
2016,"Warje, Pune",3.96,1.66,1.93,31.07,4.63
2017,"Warje, Pune",4.04,1.05,1.94,30.72,4.66
2018,"Warje, Pune",4.21,0.79,1.87,30.44,4.57
2019,"Warje, Pune",4.26,2.23,1.92,30.03,4.7
2020,"Warje, Pune",4.12,1.39,1.78,29.58,4.55
2021,"Warje, Pune",4.05,1.53,1.98,29.21,4.58
2022,"Warje, Pune",4.27,0.79,1.95,28.89,4.68
2023,"Warje, Pune",4.33,1.23,1.84,28.76,4.66
2024,"Warje, Pune",4.17,1.56,1.8,28.55,4.86
2025,"Warje, Pune",4.06,0.92,1.83,28.18,5
1995,"Kudlu Slum, Bengaluru",2.585312228,1.69,1.021491465,34.12158345,4.132059055
1996,"Kudlu Slum, Bengaluru",2.69,1.2,1.07,33.68,4.25
1997,"Kudlu Slum, Bengaluru",2.74,1.35,1.12,33.26,4.14
1998,"Kudlu Slum, Bengaluru",2.85,1.2,1.01,33.09,4.22
1999,"Kudlu Slum, Bengaluru",2.95,1.75,1.17,32.71,4.26
2000,"Kudlu Slum, Bengaluru",2.87,1.43,1.19,32.42,4.36
2001,"Kudlu Slum, Bengaluru",2.86,1.82,1.35,32.3,4.31
2002,"Kudlu Slum, Bengaluru",2.85,2.26,1.39,31.88,4.22
2003,"Kudlu Slum, Bengaluru",3,1.38,1.56,31.77,4.32
2004,"Kudlu Slum, Bengaluru",2.87,1.38,1.67,31.61,4.24
2005,"Kudlu Slum, Bengaluru",2.83,2.29,1.56,31.31,4.27
2006,"Kudlu Slum, Bengaluru",2.96,1.88,1.44,30.82,4.38
2007,"Kudlu Slum, Bengaluru",2.99,1.27,1.43,30.33,4.27
2008,"Kudlu Slum, Bengaluru",2.87,1.77,1.32,30.21,4.4
2009,"Kudlu Slum, Bengaluru",2.95,1.27,1.24,30.01,4.61
2010,"Kudlu Slum, Bengaluru",3.04,1.27,1.31,29.54,4.78
2011,"Kudlu Slum, Bengaluru",3.14,1.62,1.45,29.2,4.73
2012,"Kudlu Slum, Bengaluru",3.22,0.54,1.66,28.89,4.71
2013,"Kudlu Slum, Bengaluru",3.24,0.64,1.66,28.71,4.58
2014,"Kudlu Slum, Bengaluru",3.28,1.22,1.57,28.5,4.68
2015,"Kudlu Slum, Bengaluru",3.44,0.99,1.47,28.31,4.72
2016,"Kudlu Slum, Bengaluru",3.42,1.66,1.34,27.87,4.68
2017,"Kudlu Slum, Bengaluru",3.59,1.05,1.41,27.48,4.51
2018,"Kudlu Slum, Bengaluru",3.64,0.79,1.35,27.35,4.6
2019,"Kudlu Slum, Bengaluru",3.82,2.23,1.23,27.14,4.55
2020,"Kudlu Slum, Bengaluru",3.98,1.39,1.1,26.93,4.69
2021,"Kudlu Slum, Bengaluru",3.8,1.53,1.15,26.72,4.61
2022,"Kudlu Slum, Bengaluru",3.63,0.79,1.3,26.55,4.82
2023,"Kudlu Slum, Bengaluru",3.54,1.23,1.53,26.34,4.68
2024,"Kudlu Slum, Bengaluru",3.45,1.56,1.47,25.92,4.52
2025,"Kudlu Slum, Bengaluru",3.63,0.92,1.57,25.78,4.74
1995,"Indira Camp (Okhla), Delhi",3.016979122,1.69,1.721380539,41.2309261,4.877833282
1996,"Indira Camp (Okhla), Delhi",3.06,1.2,1.58,40.94,4.98
1997,"Indira Camp (Okhla), Delhi",3.23,1.35,1.58,40.5,4.95
1998,"Indira Camp (Okhla), Delhi",3.22,1.2,1.55,40.01,4.92
1999,"Indira Camp (Okhla), Delhi",3.24,1.75,1.56,39.79,4.78
2000,"Indira Camp (Okhla), Delhi",3.37,1.43,1.42,39.59,4.69
2001,"Indira Camp (Okhla), Delhi",3.31,1.82,1.44,39.26,4.9
2002,"Indira Camp (Okhla), Delhi",3.3,2.26,1.57,38.9,4.73
2003,"Indira Camp (Okhla), Delhi",3.21,1.38,1.46,38.62,4.76
2004,"Indira Camp (Okhla), Delhi",3.2,1.38,1.68,38.13,4.7
2005,"Indira Camp (Okhla), Delhi",3.04,2.29,1.82,37.89,4.7
2006,"Indira Camp (Okhla), Delhi",2.99,1.88,1.67,37.48,4.85
2007,"Indira Camp (Okhla), Delhi",2.9,1.27,1.85,37,4.9
2008,"Indira Camp (Okhla), Delhi",2.83,1.77,1.85,36.85,5.05
2009,"Indira Camp (Okhla), Delhi",2.92,1.27,1.85,36.69,5.2
2010,"Indira Camp (Okhla), Delhi",2.89,1.27,1.89,36.41,5.05
2011,"Indira Camp (Okhla), Delhi",2.99,1.62,2.07,35.99,4.94
2012,"Indira Camp (Okhla), Delhi",2.92,0.54,1.98,35.7,5.07
2013,"Indira Camp (Okhla), Delhi",2.87,0.64,1.99,35.45,4.93
2014,"Indira Camp (Okhla), Delhi",3,1.22,1.96,35.2,4.77
2015,"Indira Camp (Okhla), Delhi",3.16,0.99,2.19,34.79,4.66
2016,"Indira Camp (Okhla), Delhi",3.2,1.66,2.23,34.4,4.56
2017,"Indira Camp (Okhla), Delhi",3.34,1.05,2.37,34.02,4.58
2018,"Indira Camp (Okhla), Delhi",3.43,0.79,2.32,33.86,4.55
2019,"Indira Camp (Okhla), Delhi",3.5,2.23,2.22,33.5,4.43
2020,"Indira Camp (Okhla), Delhi",3.42,1.39,2.37,33.36,4.39
2021,"Indira Camp (Okhla), Delhi",3.61,1.53,2.29,32.89,4.39
2022,"Indira Camp (Okhla), Delhi",3.65,0.79,2.48,32.4,4.33
2023,"Indira Camp (Okhla), Delhi",3.68,1.23,2.39,32.06,4.44
2024,"Indira Camp (Okhla), Delhi",3.77,1.56,2.59,31.77,4.37
2025,"Indira Camp (Okhla), Delhi",3.66,0.92,2.74,31.5,4.22
1995,"Kalyanpuri Slum, Delhi",2.594941889,1.69,0.693896308,44.16228608,3.364679066
1996,"Kalyanpuri Slum, Delhi",2.57,1.2,0.59,43.89,3.57
1997,"Kalyanpuri Slum, Delhi",2.76,1.35,0.68,43.65,3.72
1998,"Kalyanpuri Slum, Delhi",2.76,1.2,0.9,43.49,3.94
1999,"Kalyanpuri Slum, Delhi",2.93,1.75,1.04,43.25,3.97
2000,"Kalyanpuri Slum, Delhi",2.8,1.43,1.07,42.84,4.08
2001,"Kalyanpuri Slum, Delhi",2.97,1.82,1.29,42.71,3.98
2002,"Kalyanpuri Slum, Delhi",2.86,2.26,1.34,42.56,3.86
2003,"Kalyanpuri Slum, Delhi",2.89,1.38,1.26,42.34,3.72
2004,"Kalyanpuri Slum, Delhi",2.81,1.38,1.13,42.1,3.77
2005,"Kalyanpuri Slum, Delhi",2.74,2.29,1.19,41.86,3.68
2006,"Kalyanpuri Slum, Delhi",2.69,1.88,1.16,41.59,3.81
2007,"Kalyanpuri Slum, Delhi",2.67,1.27,1.32,41.15,4.02
2008,"Kalyanpuri Slum, Delhi",2.88,1.77,1.33,40.86,4.19
2009,"Kalyanpuri Slum, Delhi",2.9,1.27,1.4,40.51,4.14
2010,"Kalyanpuri Slum, Delhi",2.77,1.27,1.47,40.24,4.32
2011,"Kalyanpuri Slum, Delhi",2.72,1.62,1.45,39.95,4.27
2012,"Kalyanpuri Slum, Delhi",2.7,0.54,1.47,39.57,4.25
2013,"Kalyanpuri Slum, Delhi",2.83,0.64,1.67,39.3,4.18
2014,"Kalyanpuri Slum, Delhi",2.72,1.22,1.52,38.86,4.21
2015,"Kalyanpuri Slum, Delhi",2.7,0.99,1.57,38.48,4.14
2016,"Kalyanpuri Slum, Delhi",2.71,1.66,1.46,38.16,4.18
2017,"Kalyanpuri Slum, Delhi",2.92,1.05,1.57,37.79,4.14
2018,"Kalyanpuri Slum, Delhi",3.07,0.79,1.43,37.37,4.14
2019,"Kalyanpuri Slum, Delhi",3.14,2.23,1.66,37.05,4.35
2020,"Kalyanpuri Slum, Delhi",3.25,1.39,1.52,36.92,4.2
2021,"Kalyanpuri Slum, Delhi",3.28,1.53,1.75,36.69,4.19
2022,"Kalyanpuri Slum, Delhi",3.26,0.79,1.61,36.26,4.3
2023,"Kalyanpuri Slum, Delhi",3.39,1.23,1.57,36.14,4.3
2024,"Kalyanpuri Slum, Delhi",3.31,1.56,1.74,35.67,4.38
2025,"Kalyanpuri Slum, Delhi",3.32,0.92,1.81,35.36,4.39
1995,"Rajiv Gandhi Nagar (near Dharavi), Mumbai",1.954336412,1.69,1.869316204,37.76962435,4.77331536
1996,"Rajiv Gandhi Nagar (near Dharavi), Mumbai",1.79,1.2,1.99,37.64,4.61
1997,"Rajiv Gandhi Nagar (near Dharavi), Mumbai",1.72,1.35,1.88,37.54,4.76
1998,"Rajiv Gandhi Nagar (near Dharavi), Mumbai",1.72,1.2,1.93,37.31,4.94
1999,"Rajiv Gandhi Nagar (near Dharavi), Mumbai",1.89,1.75,1.91,37.2,4.77
2000,"Rajiv Gandhi Nagar (near Dharavi), Mumbai",1.85,1.43,2.16,37.01,4.86
2001,"Rajiv Gandhi Nagar (near Dharavi), Mumbai",2.02,1.82,2.21,36.87,4.72
2002,"Rajiv Gandhi Nagar (near Dharavi), Mumbai",2.04,2.26,2.44,36.55,4.72
2003,"Rajiv Gandhi Nagar (near Dharavi), Mumbai",1.95,1.38,2.53,36.09,4.58
2004,"Rajiv Gandhi Nagar (near Dharavi), Mumbai",2.07,1.38,2.59,35.87,4.53
2005,"Rajiv Gandhi Nagar (near Dharavi), Mumbai",2.27,2.29,2.73,35.45,4.64
2006,"Rajiv Gandhi Nagar (near Dharavi), Mumbai",2.14,1.88,2.92,35.31,4.52
2007,"Rajiv Gandhi Nagar (near Dharavi), Mumbai",2.22,1.27,3.05,34.99,4.5
2008,"Rajiv Gandhi Nagar (near Dharavi), Mumbai",2.43,1.77,3.18,34.87,4.42
2009,"Rajiv Gandhi Nagar (near Dharavi), Mumbai",2.38,1.27,3.18,34.75,4.46
2010,"Rajiv Gandhi Nagar (near Dharavi), Mumbai",2.24,1.27,3.22,34.63,4.56
2011,"Rajiv Gandhi Nagar (near Dharavi), Mumbai",2.25,1.62,3.29,34.42,4.61
2012,"Rajiv Gandhi Nagar (near Dharavi), Mumbai",2.11,0.54,3.51,33.98,4.49
2013,"Rajiv Gandhi Nagar (near Dharavi), Mumbai",2.27,0.64,3.65,33.81,4.47
2014,"Rajiv Gandhi Nagar (near Dharavi), Mumbai",2.33,1.22,3.58,33.34,4.57
2015,"Rajiv Gandhi Nagar (near Dharavi), Mumbai",2.21,0.99,3.51,33.05,4.78
2016,"Rajiv Gandhi Nagar (near Dharavi), Mumbai",2.28,1.66,3.46,32.61,4.98
2017,"Rajiv Gandhi Nagar (near Dharavi), Mumbai",2.45,1.05,3.62,32.38,5.19
2018,"Rajiv Gandhi Nagar (near Dharavi), Mumbai",2.64,0.79,3.78,32.1,5.21
2019,"Rajiv Gandhi Nagar (near Dharavi), Mumbai",2.49,2.23,3.68,31.82,5.35
2020,"Rajiv Gandhi Nagar (near Dharavi), Mumbai",2.57,1.39,3.67,31.6,5.21
2021,"Rajiv Gandhi Nagar (near Dharavi), Mumbai",2.44,1.53,3.58,31.31,5.13
2022,"Rajiv Gandhi Nagar (near Dharavi), Mumbai",2.43,0.79,3.77,30.99,5.21
2023,"Rajiv Gandhi Nagar (near Dharavi), Mumbai",2.45,1.23,3.71,30.74,5.05
2024,"Rajiv Gandhi Nagar (near Dharavi), Mumbai",2.35,1.56,3.77,30.48,4.93
2025,"Rajiv Gandhi Nagar (near Dharavi), Mumbai",2.35,0.92,3.77,30.04,4.98
1995,"Kalyan Slum, Mumbai Metropolitan Region",2.230557766,1.69,0.76487787,38.02762979,4.823703129
1996,"Kalyan Slum, Mumbai Metropolitan Region",2.11,1.2,0.68,37.84,4.78
1997,"Kalyan Slum, Mumbai Metropolitan Region",2.06,1.35,0.91,37.58,4.65
1998,"Kalyan Slum, Mumbai Metropolitan Region",1.94,1.2,1.03,37.36,4.62
1999,"Kalyan Slum, Mumbai Metropolitan Region",1.8,1.75,1.25,37.12,4.7
2000,"Kalyan Slum, Mumbai Metropolitan Region",1.76,1.43,1.39,36.96,4.92
2001,"Kalyan Slum, Mumbai Metropolitan Region",1.98,1.82,1.32,36.64,4.84
2002,"Kalyan Slum, Mumbai Metropolitan Region",2.06,2.26,1.31,36.5,4.84
2003,"Kalyan Slum, Mumbai Metropolitan Region",2.16,1.38,1.28,36.34,4.68
2004,"Kalyan Slum, Mumbai Metropolitan Region",2.14,1.38,1.32,35.96,4.85
2005,"Kalyan Slum, Mumbai Metropolitan Region",2.16,2.29,1.39,35.47,4.91
2006,"Kalyan Slum, Mumbai Metropolitan Region",2,1.88,1.64,35.02,5.06
2007,"Kalyan Slum, Mumbai Metropolitan Region",1.88,1.27,1.74,34.86,5.1
2008,"Kalyan Slum, Mumbai Metropolitan Region",1.9,1.77,1.7,34.57,4.97
2009,"Kalyan Slum, Mumbai Metropolitan Region",1.84,1.27,1.64,34.38,5.04
2010,"Kalyan Slum, Mumbai Metropolitan Region",1.69,1.27,1.49,34.2,5.16
2011,"Kalyan Slum, Mumbai Metropolitan Region",1.62,1.62,1.52,34.02,5.33
2012,"Kalyan Slum, Mumbai Metropolitan Region",1.69,0.54,1.65,33.89,5.17
2013,"Kalyan Slum, Mumbai Metropolitan Region",1.55,0.64,1.88,33.5,5.4
2014,"Kalyan Slum, Mumbai Metropolitan Region",1.65,1.22,2.1,33.28,5.51
2015,"Kalyan Slum, Mumbai Metropolitan Region",1.63,0.99,2.32,32.98,5.46
2016,"Kalyan Slum, Mumbai Metropolitan Region",1.72,1.66,2.56,32.54,5.51
2017,"Kalyan Slum, Mumbai Metropolitan Region",1.75,1.05,2.59,32.19,5.48
2018,"Kalyan Slum, Mumbai Metropolitan Region",1.71,0.79,2.76,31.89,5.49
2019,"Kalyan Slum, Mumbai Metropolitan Region",1.88,2.23,2.9,31.43,5.64
2020,"Kalyan Slum, Mumbai Metropolitan Region",1.72,1.39,2.92,31.25,5.57
2021,"Kalyan Slum, Mumbai Metropolitan Region",1.82,1.53,3.01,31.05,5.56
2022,"Kalyan Slum, Mumbai Metropolitan Region",1.75,0.79,2.89,30.93,5.74
2023,"Kalyan Slum, Mumbai Metropolitan Region",1.74,1.23,2.97,30.82,5.71
2024,"Kalyan Slum, Mumbai Metropolitan Region",1.9,1.56,2.87,30.42,5.7
2025,"Kalyan Slum, Mumbai Metropolitan Region",1.96,0.92,3.08,30.12,5.8
1995,"Bapunagar Slum, Ahmedabad",1.587567037,1.69,1.772860097,42.01944898,3.198237998
1996,"Bapunagar Slum, Ahmedabad",1.52,1.2,1.97,41.53,3.31
1997,"Bapunagar Slum, Ahmedabad",1.46,1.35,1.91,41.26,3.19
1998,"Bapunagar Slum, Ahmedabad",1.4,1.2,1.78,40.92,3.12
1999,"Bapunagar Slum, Ahmedabad",1.23,1.75,1.65,40.49,2.99
2000,"Bapunagar Slum, Ahmedabad",1.09,1.43,1.8,40.27,3.01
2001,"Bapunagar Slum, Ahmedabad",0.94,1.82,1.91,39.89,2.99
2002,"Bapunagar Slum, Ahmedabad",1.11,2.26,2.12,39.5,3
2003,"Bapunagar Slum, Ahmedabad",1.25,1.38,2.02,39,2.87
2004,"Bapunagar Slum, Ahmedabad",1.23,1.38,1.91,38.57,3.02
2005,"Bapunagar Slum, Ahmedabad",1.31,2.29,1.96,38.13,3.2
2006,"Bapunagar Slum, Ahmedabad",1.3,1.88,1.94,37.78,3.04
2007,"Bapunagar Slum, Ahmedabad",1.47,1.27,1.84,37.33,2.95
2008,"Bapunagar Slum, Ahmedabad",1.33,1.77,1.82,36.96,2.95
2009,"Bapunagar Slum, Ahmedabad",1.46,1.27,1.86,36.51,2.81
2010,"Bapunagar Slum, Ahmedabad",1.44,1.27,1.89,36.37,2.83
2011,"Bapunagar Slum, Ahmedabad",1.35,1.62,1.94,36.07,3.06
2012,"Bapunagar Slum, Ahmedabad",1.44,0.54,2.14,35.62,3.23
2013,"Bapunagar Slum, Ahmedabad",1.65,0.64,2.11,35.31,3.21
2014,"Bapunagar Slum, Ahmedabad",1.85,1.22,2.27,35.08,3.1
2015,"Bapunagar Slum, Ahmedabad",1.98,0.99,2.46,34.69,3.3
2016,"Bapunagar Slum, Ahmedabad",1.81,1.66,2.33,34.32,3.47
2017,"Bapunagar Slum, Ahmedabad",1.72,1.05,2.4,33.93,3.47
2018,"Bapunagar Slum, Ahmedabad",1.72,0.79,2.64,33.74,3.6
2019,"Bapunagar Slum, Ahmedabad",1.68,2.23,2.75,33.58,3.82
2020,"Bapunagar Slum, Ahmedabad",1.74,1.39,2.88,33.08,3.68
2021,"Bapunagar Slum, Ahmedabad",1.71,1.53,3.05,32.65,3.61
2022,"Bapunagar Slum, Ahmedabad",1.8,0.79,3.24,32.44,3.79
2023,"Bapunagar Slum, Ahmedabad",1.92,1.23,3.33,32.19,3.67
2024,"Bapunagar Slum, Ahmedabad",1.92,1.56,3.37,32,3.85
